epoch,loss,val_loss
0,2.7602295580690313,2.619029841471444
1,2.6515839655111195,2.6027503504722422
2,2.640731177587671,2.591503775570181
3,2.6267251725583685,2.5827569914334694
4,2.6206179472250497,2.5826005588947565
5,2.6047214029188996,2.576301560527489
6,2.553160316208657,2.6225568215105612
7,2.4872221470589695,2.541726243327064
8,2.434865806573013,2.539277217022302
9,2.411072330072974,2.5102485174334017
10,2.3918169263807334,2.4962934198522295
11,2.3788778542910327,2.485462381587891
12,2.3696445093765015,2.458112776871948
13,2.3623571116342776,2.4565822097046484
14,2.356288767042731,2.4422401460780607
15,2.350851783583237,2.4431370334471407
16,2.3457441976538695,2.432345615821927
17,2.3408790578349983,2.4344194880405374
18,2.336385500968359,2.416738378488347
19,2.332012948030938,2.4004442876542598
20,2.3276085435134473,2.402019178623735
21,2.3234224905928706,2.4237123703584387
22,2.31957291950375,2.379952323480712
23,2.3160309876027982,2.379352916628322
24,2.312968420549349,2.398641038355242
25,2.3100666741175204,2.3665246869931322
26,2.3077291385284004,2.3697015874483736
27,2.3054115841035814,2.3742754870256455
28,2.3029780568135907,2.365248651535385
29,2.3010041869663334,2.373450277055566
30,2.299042478917022,2.3548003639800297
31,2.2970754299115024,2.3652393435515267
32,2.2950493818020763,2.3577759626592893
33,2.2931773966090407,2.370026381529315
34,2.29159246616204,2.347625074968346
35,2.2896334794433852,2.3565924487054786
36,2.287908716208291,2.3486838482083616
37,2.286172352679469,2.344751484374008
38,2.2843221324057263,2.3404077110382375
39,2.282686367169168,2.3439872116456946
40,2.2810620407682443,2.351652086094414
41,2.279292164270036,2.34923889786763
42,2.277692847744147,2.3360819362009044
43,2.2760129586614855,2.336000915891786
44,2.274488597185928,2.345721532616964
45,2.2728951472833274,2.33571686554311
46,2.2715343802456207,2.334735889634439
47,2.2699650565725387,2.3333497442822724
48,2.268510493755722,2.3371423982316126
49,2.267276552558437,2.3459512216664185
50,2.265900995618748,2.347593495029759
51,2.2646690422845204,2.3537373478969803
52,2.2632531832216545,2.3362965070838015
53,2.2619617910046994,2.338524872075701
54,2.2607660910748417,2.33166944753003
55,2.2594903532288093,2.323112177190918
56,2.2583218964018177,2.323352488686658
57,2.2570994141608347,2.3211240374708875
58,2.255923024024683,2.3182252988670475
59,2.2549194559517174,2.3219993574502604
60,2.253786222759013,2.3226361330802825
61,2.252670072774587,2.3336341242408634
62,2.251661566469908,2.319627860993222
63,2.2504244981928996,2.327339234569125
64,2.2495227529913846,2.318307752141712
65,2.248534802686435,2.328167302322127
66,2.2473758430196096,2.314292159583522
67,2.246554756380802,2.3197509688977838
68,2.245409576990519,2.31190998505441
69,2.2445672322244823,2.319284268531678
70,2.243666862179389,2.3109279872038213
71,2.242634747791775,2.316719925607169
72,2.241596333587342,2.3102745536779468
73,2.240828581717241,2.3421708477280423
74,2.239971531262786,2.3091756679328688
75,2.2389156833004833,2.3135857932669697
76,2.2379609076114146,2.309640054826491
77,2.2371119049915165,2.308565274352379
78,2.2362248742116937,2.326515953839498
79,2.235291208754531,2.3085329945865656
80,2.2345141500690486,2.304596786308494
81,2.2335615258583013,2.3045013165642665
82,2.2327479915566277,2.3113158350558534
83,2.231826695477621,2.3130336800292426
84,2.2309471228698876,2.304250958627686
85,2.230065243103787,2.3000984518919103
86,2.2292526238361887,2.3136596777999707
87,2.228352987935116,2.3032045826350154
88,2.2275177501380465,2.303503470200723
89,2.2265931453356878,2.303257317788621
90,2.2257703652533283,2.2988173638108274
91,2.2249271955226866,2.304140732971449
92,2.224048218197942,2.2987236665232236
93,2.223169873678358,2.298402177863071
94,2.2222291269570387,2.308515604036718
