epoch,loss,val_loss
118,2.121360218914279,2.2326978912003863
119,2.12074310257543,2.2325999756991832
120,2.120353486745661,2.2368944090918608
121,2.1198882858971846,2.2336825740675295
122,2.1194049272550832,2.2352652788187988
123,2.118930188591368,2.2353886205525653
124,2.1184841785485546,2.2336178239907403
125,2.1179604279994453,2.2359092108636487
126,2.117544190234074,2.2349320637873586
127,2.1170145368328885,2.2358699770658386
128,2.116654271387198,2.2311358384407507
129,2.116151075762329,2.235615606828685
130,2.1156592090508224,2.234414784309133
131,2.115291064647019,2.233576096848192
132,2.11481724006064,2.237187102272415
133,2.1143180380564113,2.241999637667326
134,2.113952763912171,2.23396138089968
135,2.1134867668320876,2.236273663858011
136,2.1131171720570796,2.23406719244194
137,2.112574436070694,2.2345678222681746
138,2.112179866336605,2.237482609354666
139,2.111748588775366,2.234402626017621
140,2.1113412094360458,2.234737690291276
141,2.110948084363501,2.2318998066057114
142,2.110526781878735,2.233979592132428
143,2.1099902928366876,2.2343182388425147
144,2.109665585459511,2.235554012945176
145,2.109260828732116,2.2320046226060355
146,2.1088206767737194,2.2421147811660216
147,2.1084681737554103,2.2373067324009828
148,2.108030849874081,2.2349702720171636
149,2.1075789935015297,2.2362312461002385
150,2.10721018710179,2.23613393806786
151,2.1068499807370427,2.2360246821616347
152,2.1064324847056604,2.23503834062652
153,2.1060855822861586,2.2343912737207217
154,2.105630233626204,2.235282741203024
155,2.105322541618303,2.2375161752216535
156,2.10483843054735,2.2367580589277467
157,2.104454453091783,2.2342596939331485
158,2.104095341098814,2.234068267667794
159,2.1037158427950278,2.2382136265110346
160,2.1034117273412187,2.2350095726117956
161,2.1029157205280273,2.2393183495745044
162,2.102577979734225,2.235522916461553
163,2.1021914094704397,2.237625761051182
164,2.101815457792128,2.2384160733425067
165,2.1014590772304427,2.2391394211227666
166,2.101104458267754,2.236262907248183
167,2.100791287986367,2.2373375387434913
168,2.1003784011267417,2.236405782223036
169,2.100088426522089,2.235728840249964
170,2.099663996455335,2.2403390080589403
171,2.099342347918036,2.238871053377917
172,2.0989488642529364,2.237853307878778
173,2.098550918517186,2.236243445003136
174,2.098269944246323,2.23820610922528
175,2.0980865809710507,2.2376928804956457
176,2.0975005238608606,2.2396322687228056
177,2.0972034478971495,2.235935616107999
178,2.096956582554792,2.239769706500179
